"line_type","anlys_id","glac_id","anlys_time","area","db_area","width","length","primeclass","min_elev","mean_elev","max_elev","src_date","rec_status","glac_name","wgms_id","local_id","glac_stat","subm_id","release_dt","proc_desc","rc_id","geog_area","chief_affl","loc_unc_x","loc_unc_y","glob_unc_x","glob_unc_y","submitters","analysts","bboxes","geog_area_rollup"
"glac_bound","151677.0","G076943E32408N","2014-04-15T00:00:00","0.0","5.56915","0.0","0.0","0.0","3354.0","4401.0","5256.0","2009-10-25T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.94096900000001, 32.4012308), (77.00072100000001, 32.4012308), (77.00072100000001, 32.4460052), (76.94096900000001, 32.4460052), (76.94096900000001, 32.4012308)]","Asia"
"glac_bound","152571.0","G077631E32629N","2014-04-15T00:00:00","0.0","1.19366","0.0","0.0","0.0","5190.0","5526.0","5859.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.61300485000001, 32.62235605), (77.64473215, 32.62235605), (77.64473215, 32.635730949999996), (77.61300485000001, 32.635730949999996), (77.61300485000001, 32.62235605)]","Asia"
"glac_bound","158222.0","G076566E35105N","2014-04-15T00:00:00","0.0","1.25133","0.0","0.0","0.0","4851.0","5058.0","5489.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.5534105, 35.09989385), (76.5838915, 35.09989385), (76.5838915, 35.11622115), (76.5534105, 35.11622115), (76.5534105, 35.09989385)]","Asia"
"glac_bound","149292.0","G078097E34786N","2014-04-15T00:00:00","0.0","5.56913","0.0","0.0","0.0","5020.0","5738.0","6235.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.0619098, 34.76647285000001), (78.1150662, 34.76647285000001), (78.1150662, 34.801302150000005), (78.0619098, 34.801302150000005), (78.0619098, 34.76647285000001)]","Asia"
"glac_bound","155088.0","G077277E34386N","2014-04-15T00:00:00","0.0","1.25845","0.0","0.0","0.0","5204.0","5391.0","5603.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.26705199999999, 34.3789982), (77.289316, 34.3789982), (77.289316, 34.3909838), (77.26705199999999, 34.3909838), (77.26705199999999, 34.3789982)]","Asia"
"glac_bound","148527.0","G075918E33913N","2014-04-15T00:00:00","0.0","1.04715","0.0","0.0","0.0","4306.0","4626.0","4832.0","2007-11-28T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.9052627, 33.9088167), (75.9333413, 33.9088167), (75.9333413, 33.9163913), (75.9052627, 33.9163913), (75.9052627, 33.9088167)]","Asia"
"glac_bound","163957.0","G078736E31929N","2014-04-15T00:00:00","0.0","12.499","0.0","0.0","0.0","5032.0","5686.0","6525.0","2006-10-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.6866257, 31.898513050000002), (78.77359829999999, 31.898513050000002), (78.77359829999999, 31.965215949999997), (78.6866257, 31.965215949999997), (78.6866257, 31.898513050000002)]","Asia"
"glac_bound","150611.0","G076795E33326N","2014-04-15T00:00:00","0.0","1.46677","0.0","0.0","0.0","5246.0","5458.0","5626.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.78763819999999, 33.31525395), (76.80105379999999, 33.31525395), (76.80105379999999, 33.338003050000005), (76.78763819999999, 33.338003050000005), (76.78763819999999, 33.31525395)]","Asia"
"glac_bound","163133.0","G072971E36572N","2014-04-15T00:00:00","0.0","1.96738","0.0","0.0","0.0","3852.0","5013.0","5484.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.96097995, 36.5565142), (72.97783305, 36.5565142), (72.97783305, 36.590763800000005), (72.96097995, 36.590763800000005), (72.96097995, 36.5565142)]","Asia"
"glac_bound","158918.0","G076523E33644N","2014-04-15T00:00:00","0.0","2.11372","0.0","0.0","0.0","4983.0","5327.0","5781.0","2007-11-28T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.51241675000001, 33.633510199999996), (76.53501625000001, 33.633510199999996), (76.53501625000001, 33.657617800000004), (76.51241675000001, 33.657617800000004), (76.51241675000001, 33.633510199999996)]","Asia"
"glac_bound","165452.0","G073957E36771N","2014-04-15T00:00:00","0.0","9.51326","0.0","0.0","0.0","3466.0","4391.0","5728.0","2005-09-17T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(73.90616695, 36.73892800000001), (74.00323205, 36.73892800000001), (74.00323205, 36.799032000000004), (73.90616695, 36.799032000000004), (73.90616695, 36.73892800000001)]","Asia"
"glac_bound","160554.0","G076199E33873N","2014-04-15T00:00:00","0.0","4.56429","0.0","0.0","0.0","4502.0","5007.0","5536.0","2007-11-28T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.18414770000001, 33.8593151), (76.21416230000001, 33.8593151), (76.21416230000001, 33.8920709), (76.18414770000001, 33.8920709), (76.18414770000001, 33.8593151)]","Asia"
"glac_bound","147410.0","G078062E34580N","2014-04-15T00:00:00","0.0","18.0262","0.0","0.0","0.0","5275.0","5788.0","6266.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.0200958, 34.5539964), (78.10805620000001, 34.5539964), (78.10805620000001, 34.606281599999996), (78.0200958, 34.606281599999996), (78.0200958, 34.5539964)]","Asia"
"glac_bound","153359.0","G071114E35874N","2014-04-15T00:00:00","0.0","1.05231","0.0","0.0","0.0","4860.0","5113.0","5338.0","2006-09-18T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(71.1027253, 35.86867945), (71.1261267, 35.86867945), (71.1261267, 35.879713550000005), (71.1027253, 35.879713550000005), (71.1027253, 35.86867945)]","Asia"
"glac_bound","161988.0","G075163E35446N","2014-04-15T00:00:00","0.0","1.89396","0.0","0.0","0.0","4683.0","5247.0","5777.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.14636395, 35.435575500000006), (75.17500904999999, 35.435575500000006), (75.17500904999999, 35.45857650000001), (75.14636395, 35.45857650000001), (75.14636395, 35.435575500000006)]","Asia"
"glac_bound","155004.0","G074667E36189N","2014-04-15T00:00:00","0.0","12.5252","0.0","0.0","0.0","3427.0","4762.0","5618.0","2007-09-14T00:00:00","okay","Slikiang Glacier","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(74.6506828, 36.15490810000001), (74.72115319999999, 36.15490810000001), (74.72115319999999, 36.2239639), (74.6506828, 36.2239639), (74.6506828, 36.15490810000001)]","Asia"
"glac_bound","147796.0","G075286E36600N","2014-04-15T00:00:00","0.0","2.42675","0.0","0.0","0.0","4495.0","5084.0","5786.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.27330655, 36.58590105), (75.30180645, 36.58590105), (75.30180645, 36.63482795), (75.27330655, 36.63482795), (75.27330655, 36.58590105)]","Asia"
"glac_bound","163110.0","G073325E36565N","2014-04-15T00:00:00","0.0","1.47372","0.0","0.0","0.0","4668.0","5028.0","5500.0","2007-09-14T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(73.31313415, 36.55600525), (73.33574685, 36.55600525), (73.33574685, 36.57478775), (73.31313415, 36.57478775), (73.31313415, 36.55600525)]","Asia"
"glac_bound","153957.0","G075578E36585N","2014-04-15T00:00:00","0.0","1.31391","0.0","0.0","0.0","4978.0","5300.0","5600.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.56424005000001, 36.5792453), (75.59908695, 36.5792453), (75.59908695, 36.590656700000004), (75.56424005000001, 36.590656700000004), (75.56424005000001, 36.5792453)]","Asia"
"glac_bound","150842.0","G072853E36383N","2014-04-15T00:00:00","0.0","3.60769","0.0","0.0","0.0","4519.0","5057.0","5547.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.8370975, 36.3735043), (72.87428849999999, 36.3735043), (72.87428849999999, 36.397719699999996), (72.8370975, 36.397719699999996), (72.8370975, 36.3735043)]","Asia"
"glac_bound","157651.0","G076040E35749N","2014-04-15T00:00:00","0.0","7.29837","0.0","0.0","0.0","4232.0","5151.0","6197.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.00433585, 35.729840499999995), (76.07955715, 35.729840499999995), (76.07955715, 35.7713435), (76.00433585, 35.7713435), (76.00433585, 35.729840499999995)]","Asia"
"glac_bound","165581.0","G077128E32989N","2014-04-15T00:00:00","0.0","2.1603","0.0","0.0","0.0","5040.0","5342.0","5948.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.11393939999999, 32.97884865), (77.1437186, 32.97884865), (77.1437186, 33.001648349999996), (77.11393939999999, 33.001648349999996), (77.11393939999999, 32.97884865)]","Asia"
"glac_bound","161015.0","G073739E36683N","2014-04-15T00:00:00","0.0","11.9419","0.0","0.0","0.0","3745.0","4548.0","6103.0","2007-09-14T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(73.6856992, 36.65965895), (73.7760488, 36.65965895), (73.7760488, 36.71782805), (73.6856992, 36.71782805), (73.6856992, 36.65965895)]","Asia"
"glac_bound","160525.0","G077057E35254N","2014-04-15T00:00:00","0.0","1.71491","0.0","0.0","0.0","4624.0","5280.0","5722.0","2006-11-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.04232685, 35.2376648), (77.07205215, 35.2376648), (77.07205215, 35.2644432), (77.04232685, 35.2644432), (77.04232685, 35.2376648)]","Asia"
"glac_bound","152095.0","G072948E36308N","2014-04-15T00:00:00","0.0","1.39679","0.0","0.0","0.0","4435.0","4772.0","5246.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.93854199999998, 36.2997832), (72.958496, 36.2997832), (72.958496, 36.31942479999999), (72.93854199999998, 36.31942479999999), (72.93854199999998, 36.2997832)]","Asia"
"glac_bound","160613.0","G076407E33911N","2014-04-15T00:00:00","0.0","3.91999","0.0","0.0","0.0","4940.0","5219.0","5492.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.38654375000002, 33.9028759), (76.43046125000001, 33.9028759), (76.43046125000001, 33.9222821), (76.38654375000002, 33.9222821), (76.38654375000002, 33.9028759)]","Asia"
"glac_bound","153610.0","G077242E35042N","2014-04-15T00:00:00","0.0","1.55411","0.0","0.0","0.0","5102.0","5336.0","5854.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.23245750000001, 35.0345464), (77.2529725, 35.0345464), (77.2529725, 35.0504876), (77.23245750000001, 35.0504876), (77.23245750000001, 35.0345464)]","Asia"
"glac_bound","149243.0","G075508E35769N","2014-04-15T00:00:00","0.0","4.36841","0.0","0.0","0.0","3994.0","4976.0","5786.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.4808581, 35.7495974), (75.51449389999999, 35.7495974), (75.51449389999999, 35.7875166), (75.4808581, 35.7875166), (75.4808581, 35.7495974)]","Asia"
"glac_bound","155332.0","G076245E33975N","2014-04-15T00:00:00","0.0","4.27715","0.0","0.0","0.0","4944.0","5265.0","5700.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.22156885, 33.9623239), (76.26306414999999, 33.9623239), (76.26306414999999, 33.9903761), (76.22156885, 33.9903761), (76.22156885, 33.9623239)]","Asia"
"glac_bound","152585.0","G072483E36676N","2014-04-15T00:00:00","0.0","1.71404","0.0","0.0","0.0","4306.0","4709.0","5468.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.46631100000002, 36.6688896), (72.501709, 36.6688896), (72.501709, 36.690612400000006), (72.46631100000002, 36.690612400000006), (72.46631100000002, 36.6688896)]","Asia"
"glac_bound","148908.0","G078494E34573N","2014-04-15T00:00:00","0.0","3.15082","0.0","0.0","0.0","5471.0","5960.0","6301.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.47606165, 34.56101475), (78.51443735000001, 34.56101475), (78.51443735000001, 34.584714250000005), (78.47606165, 34.584714250000005), (78.47606165, 34.56101475)]","Asia"
"glac_bound","153871.0","G078546E34537N","2014-04-15T00:00:00","0.0","4.68483","0.0","0.0","0.0","5467.0","5866.0","6182.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.52239385, 34.5177986), (78.56142515, 34.5177986), (78.56142515, 34.5568134), (78.52239385, 34.5568134), (78.52239385, 34.5177986)]","Asia"
"glac_bound","163880.0","G075744E34262N","2014-04-15T00:00:00","0.0","4.97195","0.0","0.0","0.0","4230.0","4703.0","5346.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.71487435, 34.247601), (75.77288065000002, 34.247601), (75.77288065000002, 34.28933500000001), (75.71487435, 34.28933500000001), (75.71487435, 34.247601)]","Asia"
"glac_bound","156270.0","G077374E32449N","2014-04-15T00:00:00","0.0","10.9951","0.0","0.0","0.0","4134.0","4780.0","5678.0","2009-10-25T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.3403449, 32.4082264), (77.40806309999999, 32.4082264), (77.40806309999999, 32.4789916), (77.3403449, 32.4789916), (77.3403449, 32.4082264)]","Asia"
"glac_bound","160694.0","G076858E32779N","2014-04-15T00:00:00","0.0","2.28687","0.0","0.0","0.0","4731.0","5257.0","5607.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.8421299, 32.77230575), (76.87689209999999, 32.77230575), (76.87689209999999, 32.78612725), (76.8421299, 32.78612725), (76.8421299, 32.77230575)]","Asia"
