"line_type","anlys_id","glac_id","anlys_time","area","db_area","width","length","primeclass","min_elev","mean_elev","max_elev","src_date","rec_status","glac_name","wgms_id","local_id","glac_stat","subm_id","release_dt","proc_desc","rc_id","geog_area","chief_affl","loc_unc_x","loc_unc_y","glob_unc_x","glob_unc_y","submitters","analysts","bboxes","geog_area_rollup"
"glac_bound","158731.0","G076670E34096N","2014-04-15T00:00:00","0.0","3.28781","0.0","0.0","0.0","5019.0","5418.0","5722.0","2007-11-28T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.6568391, 34.0742453), (76.6847549, 34.0742453), (76.6847549, 34.1186567), (76.6568391, 34.1186567), (76.6568391, 34.0742453)]","Asia"
"glac_bound","150555.0","G072126E36553N","2014-04-15T00:00:00","0.0","1.2807","0.0","0.0","0.0","5671.0","6565.0","7087.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.11621980000001, 36.5446342), (72.13670619999999, 36.5446342), (72.13670619999999, 36.5668058), (72.11621980000001, 36.5668058), (72.11621980000001, 36.5446342)]","Asia"
"glac_bound","161855.0","G077625E35054N","2014-04-15T00:00:00","0.0","1.1353","0.0","0.0","0.0","5230.0","5546.0","5861.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.61876589999999, 35.0407882), (77.6351141, 35.0407882), (77.6351141, 35.0615518), (77.61876589999999, 35.0615518), (77.61876589999999, 35.0407882)]","Asia"
"glac_bound","149087.0","G077514E31949N","2014-04-15T00:00:00","0.0","1.17003","0.0","0.0","0.0","4555.0","4841.0","5317.0","2009-10-25T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.5011903, 31.939789399999995), (77.5204557, 31.939789399999995), (77.5204557, 31.9589646), (77.5011903, 31.9589646), (77.5011903, 31.939789399999995)]","Asia"
"glac_bound","146883.0","G078456E33442N","2014-04-15T00:00:00","0.0","1.25302","0.0","0.0","0.0","5670.0","5930.0","6206.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.4482284, 33.43447305), (78.46628160000002, 33.43447305), (78.46628160000002, 33.45220395), (78.4482284, 33.45220395), (78.4482284, 33.43447305)]","Asia"
"glac_bound","151272.0","G074463E36634N","2014-04-15T00:00:00","0.0","1.22329","0.0","0.0","0.0","4756.0","5346.0","6216.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(74.44977984999998, 36.62096905), (74.47228915, 36.62096905), (74.47228915, 36.64149395), (74.44977984999998, 36.64149395), (74.44977984999998, 36.62096905)]","Asia"
"glac_bound","151358.0","G072234E36639N","2014-04-15T00:00:00","0.0","5.4483","0.0","0.0","0.0","4371.0","5487.0","6844.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.1860949, 36.61749365), (72.2529991, 36.61749365), (72.2529991, 36.66530735), (72.1860949, 36.66530735), (72.1860949, 36.61749365)]","Asia"
"glac_bound","159506.0","G074814E35603N","2014-04-15T00:00:00","0.0","2.19785","0.0","0.0","0.0","4539.0","4771.0","5204.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(74.79919025000001, 35.59271215), (74.83335075000001, 35.59271215), (74.83335075000001, 35.61242085), (74.79919025000001, 35.61242085), (74.79919025000001, 35.59271215)]","Asia"
"glac_bound","148938.0","G077417E32179N","2014-04-15T00:00:00","0.0","19.5391","0.0","0.0","0.0","4403.0","4855.0","5097.0","2009-10-25T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.38070354999999, 32.127045550000005), (77.44257744999999, 32.127045550000005), (77.44257744999999, 32.214021450000004), (77.38070354999999, 32.214021450000004), (77.38070354999999, 32.127045550000005)]","Asia"
"glac_bound","157968.0","G077052E32693N","2014-04-15T00:00:00","0.0","7.22695","0.0","0.0","0.0","4714.0","5338.0","5993.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.03080095, 32.6692666), (77.08120405, 32.6692666), (77.08120405, 32.714155399999996), (77.03080095, 32.714155399999996), (77.03080095, 32.6692666)]","Asia"
"glac_bound","153403.0","G075932E35755N","2014-04-15T00:00:00","0.0","1.49315","0.0","0.0","0.0","4409.0","5011.0","5667.0","2007-09-16T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.91737945, 35.74773635), (75.94788354999999, 35.74773635), (75.94788354999999, 35.75967465), (75.91737945, 35.75967465), (75.91737945, 35.74773635)]","Asia"
"glac_bound","159044.0","G078786E31270N","2014-04-15T00:00:00","0.0","4.96608","0.0","0.0","0.0","4989.0","5415.0","6089.0","2006-09-23T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.7674462, 31.25172545), (78.80851579999998, 31.25172545), (78.80851579999998, 31.29762955), (78.7674462, 31.29762955), (78.7674462, 31.25172545)]","Asia"
"glac_bound","152226.0","G074081E36800N","2014-04-15T00:00:00","0.0","3.11396","0.0","0.0","0.0","4625.0","5064.0","5419.0","2005-09-17T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(74.05787665, 36.791946200000005), (74.10443635, 36.791946200000005), (74.10443635, 36.812071800000005), (74.05787665, 36.812071800000005), (74.05787665, 36.791946200000005)]","Asia"
"glac_bound","154143.0","G072734E35486N","2014-04-15T00:00:00","0.0","1.35099","0.0","0.0","0.0","3844.0","4376.0","4838.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.72358365, 35.47819555), (72.73839735000001, 35.47819555), (72.73839735000001, 35.50904945), (72.72358365, 35.50904945), (72.72358365, 35.47819555)]","Asia"
"glac_bound","159708.0","G079960E31927N","2014-04-15T00:00:00","0.0","3.96931","0.0","0.0","0.0","5568.0","5935.0","6248.0","2009-07-30T00:00:00","okay","CN5Q155B0089 Naduo Glacier","5Q155B0089","5Q155B0089","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(79.92758275, 31.919235200000006), (79.98610825, 31.919235200000006), (79.98610825, 31.934608800000003), (79.92758275, 31.934608800000003), (79.92758275, 31.919235200000006)]","Asia"
"glac_bound","148833.0","G074800E36894N","2014-04-15T00:00:00","0.0","3.73768","0.0","0.0","0.0","4684.0","5036.0","5497.0","2005-09-17T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(74.7743788, 36.8842399), (74.8200772, 36.8842399), (74.8200772, 36.9129741), (74.7743788, 36.9129741), (74.7743788, 36.8842399)]","Asia"
"glac_bound","151859.0","G078194E34276N","2014-04-15T00:00:00","0.0","3.44441","0.0","0.0","0.0","5333.0","5758.0","6123.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.17235509999999, 34.26431135), (78.2214129, 34.26431135), (78.2214129, 34.285313650000006), (78.17235509999999, 34.285313650000006), (78.17235509999999, 34.26431135)]","Asia"
"glac_bound","149901.0","G075422E33990N","2014-04-15T00:00:00","0.0","1.98713","0.0","0.0","0.0","4103.0","4451.0","4746.0","2007-11-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.41234005, 33.979461449999995), (75.43383295, 33.979461449999995), (75.43383295, 34.00530155), (75.41234005, 34.00530155), (75.41234005, 33.979461449999995)]","Asia"
"glac_bound","157113.0","G077235E32468N","2014-04-15T00:00:00","0.0","1.44361","0.0","0.0","0.0","4581.0","5016.0","5320.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.2244838, 32.45177025), (77.23731420000001, 32.45177025), (77.23731420000001, 32.479154750000006), (77.2244838, 32.479154750000006), (77.2244838, 32.45177025)]","Asia"
"glac_bound","154818.0","G073070E36525N","2014-04-15T00:00:00","0.0","1.92865","0.0","0.0","0.0","4588.0","4983.0","5260.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(73.05307995000001, 36.5150089), (73.09285705, 36.5150089), (73.09285705, 36.5295751), (73.05307995000001, 36.5295751), (73.05307995000001, 36.5150089)]","Asia"
"glac_bound","150507.0","G077425E32092N","2014-04-15T00:00:00","0.0","2.9135","0.0","0.0","0.0","3899.0","4625.0","5154.0","2009-10-25T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.4031358, 32.07329605), (77.4280222, 32.07329605), (77.4280222, 32.11760295), (77.4031358, 32.11760295), (77.4031358, 32.07329605)]","Asia"
"glac_bound","163888.0","G075667E33968N","2014-04-15T00:00:00","0.0","1.33688","0.0","0.0","0.0","4331.0","4814.0","5076.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.65988665, 33.95546225), (75.67751635, 33.95546225), (75.67751635, 33.97624675), (75.65988665, 33.97624675), (75.65988665, 33.95546225)]","Asia"
"glac_bound","150901.0","G073465E36805N","2014-04-15T00:00:00","0.0","2.95344","0.0","0.0","0.0","4325.0","4747.0","5057.0","2007-09-14T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(73.44571194999999, 36.7913445), (73.48190305, 36.7913445), (73.48190305, 36.8130475), (73.44571194999999, 36.8130475), (73.44571194999999, 36.7913445)]","Asia"
"glac_bound","148158.0","G075952E33989N","2014-04-15T00:00:00","0.0","1.99976","0.0","0.0","0.0","4474.0","4856.0","5412.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.94648470000001, 33.98186105), (75.97280330000001, 33.98186105), (75.97280330000001, 34.009579949999996), (75.94648470000001, 34.009579949999996), (75.94648470000001, 33.98186105)]","Asia"
"glac_bound","163915.0","G072890E35845N","2014-04-15T00:00:00","0.0","1.21412","0.0","0.0","0.0","4619.0","4853.0","5218.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.880914, 35.8364986), (72.89825, 35.8364986), (72.89825, 35.8533154), (72.880914, 35.8533154), (72.880914, 35.8364986)]","Asia"
"glac_bound","151267.0","G078653E34365N","2014-04-15T00:00:00","0.0","8.55009","0.0","0.0","0.0","5342.0","5868.0","6217.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(78.62080105, 34.3456653), (78.68334595, 34.3456653), (78.68334595, 34.3866007), (78.62080105, 34.3866007), (78.62080105, 34.3456653)]","Asia"
"glac_bound","151367.0","G074336E36931N","2014-04-15T00:00:00","0.0","4.77919","0.0","0.0","0.0","4750.0","5185.0","5578.0","2005-09-17T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(74.31344595, 36.921417700000006), (74.36549905000001, 36.921417700000006), (74.36549905000001, 36.944766300000005), (74.31344595, 36.944766300000005), (74.31344595, 36.921417700000006)]","Asia"
"glac_bound","165234.0","G077718E35081N","2014-04-15T00:00:00","0.0","17.9049","0.0","0.0","0.0","4612.0","5534.0","6700.0","2006-09-30T00:00:00","okay","IN5Q153D0057 Aktash Glacier","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.6287032, 35.044425149999995), (77.7737008, 35.044425149999995), (77.7737008, 35.10217185), (77.6287032, 35.10217185), (77.6287032, 35.044425149999995)]","Asia"
"glac_bound","156250.0","G072719E35327N","2014-04-15T00:00:00","0.0","2.52866","0.0","0.0","0.0","4179.0","4572.0","4837.0","2006-07-09T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(72.70416125, 35.317422150000006), (72.73796975, 35.317422150000006), (72.73796975, 35.33640485), (72.70416125, 35.33640485), (72.70416125, 35.317422150000006)]","Asia"
"glac_bound","162433.0","G077809E32131N","2014-04-15T00:00:00","0.0","2.3146","0.0","0.0","0.0","5345.0","5698.0","6020.0","2006-09-23T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.78985420000001, 32.1219301), (77.82060580000001, 32.1219301), (77.82060580000001, 32.1482179), (77.78985420000001, 32.1482179), (77.78985420000001, 32.1219301)]","Asia"
"glac_bound","164710.0","G076396E33302N","2014-04-15T00:00:00","0.0","2.73722","0.0","0.0","0.0","4052.0","4456.0","5292.0","2007-11-28T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(76.38750425, 33.26997595), (76.40619875, 33.26997595), (76.40619875, 33.322139050000004), (76.38750425, 33.322139050000004), (76.38750425, 33.26997595)]","Asia"
"glac_bound","161099.0","G073846E34872N","2014-04-15T00:00:00","0.0","1.77521","0.0","0.0","0.0","4298.0","4568.0","4780.0","2005-09-17T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(73.8338657, 34.86397625), (73.8573683, 34.86397625), (73.8573683, 34.88335275), (73.8338657, 34.88335275), (73.8338657, 34.86397625)]","Asia"
"glac_bound","153318.0","G078021E34859N","2014-04-15T00:00:00","0.0","3.80916","0.0","0.0","0.0","5057.0","5732.0","6284.0","2006-09-30T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.9882559, 34.8425724), (78.0347661, 34.8425724), (78.0347661, 34.8718896), (77.9882559, 34.8718896), (77.9882559, 34.8425724)]","Asia"
"glac_bound","159022.0","G077114E35014N","2014-04-15T00:00:00","0.0","14.7923","0.0","0.0","0.0","4737.0","5400.0","6035.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(77.0859695, 34.9681351), (77.1550165, 34.9681351), (77.1550165, 35.0573869), (77.0859695, 35.0573869), (77.0859695, 34.9681351)]","Asia"
"glac_bound","149992.0","G075613E34300N","2014-04-15T00:00:00","0.0","1.37707","0.0","0.0","0.0","4547.0","4837.0","5045.0","2005-09-02T00:00:00","okay","None","None","None","exists","578.0","2014-08-11T09:00:00","Object-based semi-automated glacier classification. See http://lib.icimod.org/record/29591; The glacier inventory was developed based on remote sensing tools and techniques, using semi-automatic multi-resolution segmentation of Landsat satellite images a","12.0","Himalaya (India, Nepal, Bhutan)","International Centre for Integrated Mountain Development (ICIMOD)","50","50","80","80","Bajracharya, Samjwal","Bajracharya, Samjwal; Guo, Wanqin; Maharjan, SB; Shrestha, Finu","[(75.6000499, 34.2941783), (75.62541809999999, 34.2941783), (75.62541809999999, 34.3073937), (75.6000499, 34.3073937), (75.6000499, 34.2941783)]","Asia"
